sign_id,ratio,k,n_injected,injected_idx,injected_frames,n_detected,detected_idx,detected_frames,detect_precision,detect_recall,err_m,fallback
0,0.0,27,0,,,3,6|7|11,2011_09_26_drive_0005_0000000020|2011_09_26_drive_0005_0000000022|2011_09_26_drive_0005_0000000030,0.0,1.0,1.187,0
1,0.0,9,0,,,3,0|1|2,2011_09_26_drive_0005_0000000044|2011_09_26_drive_0005_0000000046|2011_09_26_drive_0005_0000000048,0.0,1.0,3.026,0
3,0.0,16,0,,,3,0|1|2,2011_09_26_drive_0009_0000000125|2011_09_26_drive_0009_0000000127|2011_09_26_drive_0009_0000000129,0.0,1.0,3.295,0
4,0.0,16,0,,,3,0|1|2,2011_09_26_drive_0009_0000000243|2011_09_26_drive_0009_0000000245|2011_09_26_drive_0009_0000000247,0.0,1.0,1.056,0
7,0.0,10,0,,,3,4|5|8,2011_09_26_drive_0011_0000000057|2011_09_26_drive_0011_0000000058|2011_09_26_drive_0011_0000000061,0.0,1.0,1.203,0
10,0.0,13,0,,,3,0|8|11,2011_09_26_drive_0014_0000000053|2011_09_26_drive_0014_0000000061|2011_09_26_drive_0014_0000000064,0.0,1.0,0.535,0
12,0.0,7,0,,,3,0|2|5,2011_09_26_drive_0014_0000000158|2011_09_26_drive_0014_0000000160|2011_09_26_drive_0014_0000000163,0.0,1.0,0.975,0
13,0.0,11,0,,,3,0|2|3,2011_09_26_drive_0014_0000000259|2011_09_26_drive_0014_0000000261|2011_09_26_drive_0014_0000000262,0.0,1.0,0.826,0
15,0.0,14,0,,,3,7|8|11,2011_09_26_drive_0015_0000000244|2011_09_26_drive_0015_0000000245|2011_09_26_drive_0015_0000000248,0.0,1.0,0.678,0
17,0.0,11,0,,,3,6|7|8,2011_09_26_drive_0018_0000000207|2011_09_26_drive_0018_0000000208|2011_09_26_drive_0018_0000000209,0.0,1.0,0.735,0
18,0.0,17,0,,,3,0|5|12,2011_09_26_drive_0018_0000000205|2011_09_26_drive_0018_0000000210|2011_09_26_drive_0018_0000000217,0.0,1.0,3.417,0
21,0.0,11,0,,,3,0|2|10,2011_09_26_drive_0028_0000000182|2011_09_26_drive_0028_0000000184|2011_09_26_drive_0028_0000000192,0.0,1.0,3.358,0
24,0.0,8,0,,,3,0|5|7,2011_09_26_drive_0028_0000000400|2011_09_26_drive_0028_0000000405|2011_09_26_drive_0028_0000000407,0.0,1.0,0.584,0
25,0.0,10,0,,,3,3|6|7,2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000176|2011_09_26_drive_0029_0000000179,0.0,1.0,1.57,0
26,0.0,10,0,,,3,1|3|9,2011_09_26_drive_0029_0000000166|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000183,0.0,1.0,3.802,0
27,0.0,10,0,,,3,7|8|9,2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000181|2011_09_26_drive_0029_0000000183,0.0,1.0,5.204,0
28,0.0,8,0,,,3,0|1|7,2011_09_26_drive_0032_0000000213|2011_09_26_drive_0032_0000000215|2011_09_26_drive_0032_0000000226,0.0,1.0,1.292,0
29,0.0,13,0,,,3,0|11|12,2011_09_26_drive_0032_0000000222|2011_09_26_drive_0032_0000000244|2011_09_26_drive_0032_0000000246,0.0,1.0,1.368,0
30,0.0,11,0,,,3,8|9|10,2011_09_26_drive_0032_0000000269|2011_09_26_drive_0032_0000000270|2011_09_26_drive_0032_0000000271,0.0,1.0,0.472,0
34,0.0,14,0,,,3,1|12|13,2011_09_26_drive_0036_0000000015|2011_09_26_drive_0036_0000000026|2011_09_26_drive_0036_0000000027,0.0,1.0,0.846,0
36,0.0,18,0,,,3,2|5|17,2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000275|2011_09_26_drive_0036_0000000288,0.0,1.0,4.101,0
37,0.0,18,0,,,3,0|2|17,2011_09_26_drive_0036_0000000270|2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000288,0.0,1.0,3.117,0
39,0.0,26,0,,,3,19|22|25,2011_09_26_drive_0046_0000000064|2011_09_26_drive_0046_0000000069|2011_09_26_drive_0046_0000000075,0.0,1.0,2.01,0
40,0.0,7,0,,,3,0|5|6,2011_09_26_drive_0051_0000000115|2011_09_26_drive_0051_0000000124|2011_09_26_drive_0051_0000000126,0.0,1.0,0.536,0
42,0.0,12,0,,,3,0|1|10,2011_09_26_drive_0051_0000000141|2011_09_26_drive_0051_0000000143|2011_09_26_drive_0051_0000000161,0.0,1.0,1.437,0
43,0.0,9,0,,,3,2|6|7,2011_09_26_drive_0056_0000000012|2011_09_26_drive_0056_0000000016|2011_09_26_drive_0056_0000000017,0.0,1.0,1.647,0
45,0.0,13,0,,,3,0|1|11,2011_09_26_drive_0057_0000000328|2011_09_26_drive_0057_0000000330|2011_09_26_drive_0057_0000000340,0.0,1.0,0.369,0
46,0.0,15,0,,,3,1|3|8,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000020,0.0,1.0,0.819,0
47,0.0,19,0,,,3,3|5|15,2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000034,0.0,1.0,0.049,0
48,0.0,19,0,,,3,0|1|5,2011_09_26_drive_0059_0000000006|2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000015,0.0,1.0,1.153,0
49,0.0,13,0,,,3,7|10|12,2011_09_26_drive_0059_0000000068|2011_09_26_drive_0059_0000000074|2011_09_26_drive_0059_0000000078,0.0,1.0,0.79,0
50,0.0,13,0,,,3,1|6|7,2011_09_26_drive_0059_0000000056|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000068,0.0,1.0,0.891,0
51,0.0,13,0,,,3,2|7|9,2011_09_26_drive_0059_0000000058|2011_09_26_drive_0059_0000000068|2011_09_26_drive_0059_0000000072,0.0,1.0,1.189,0
52,0.0,11,0,,,3,2|5|7,2011_09_26_drive_0059_0000000348|2011_09_26_drive_0059_0000000354|2011_09_26_drive_0059_0000000358,0.0,1.0,3.269,0
54,0.0,13,0,,,3,0|8|10,2011_09_26_drive_0061_0000000168|2011_09_26_drive_0061_0000000176|2011_09_26_drive_0061_0000000178,0.0,1.0,0.343,0
58,0.0,33,0,,,3,1|4|32,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000398|2011_09_26_drive_0064_0000000426,0.0,1.0,3.779,0
63,0.0,7,0,,,3,0|5|6,2011_09_26_drive_0070_0000000351|2011_09_26_drive_0070_0000000356|2011_09_26_drive_0070_0000000357,0.0,1.0,3.298,0
64,0.0,10,0,,,3,1|3|8,2011_09_26_drive_0084_0000000134|2011_09_26_drive_0084_0000000136|2011_09_26_drive_0084_0000000141,0.0,1.0,6.367,0
67,0.0,18,0,,,3,2|6|12,2011_09_26_drive_0091_0000000121|2011_09_26_drive_0091_0000000125|2011_09_26_drive_0091_0000000131,0.0,1.0,0.414,0
68,0.0,16,0,,,3,4|5|7,2011_09_26_drive_0091_0000000138|2011_09_26_drive_0091_0000000140|2011_09_26_drive_0091_0000000144,0.0,1.0,5.802,0
69,0.0,10,0,,,3,1|5|9,2011_09_26_drive_0091_0000000324|2011_09_26_drive_0091_0000000332|2011_09_26_drive_0091_0000000339,0.0,1.0,0.695,0
70,0.0,11,0,,,3,0|8|10,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000143,0.0,1.0,2.927,0
71,0.0,12,0,,,3,0|4|11,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000137|2011_09_26_drive_0093_0000000144,0.0,1.0,1.57,0
72,0.0,26,0,,,3,0|4|22,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000378,0.0,1.0,14.927,0
73,0.0,17,0,,,3,2|13|14,2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370,0.0,1.0,10.786,0
75,0.0,19,0,,,3,0|17|18,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374,0.0,1.0,10.777,0
76,0.0,19,0,,,3,0|15|17,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000377,0.0,1.0,11.12,0
81,0.0,7,0,,,3,4|5|6,2011_09_26_drive_0101_0000000430|2011_09_26_drive_0101_0000000431|2011_09_26_drive_0101_0000000432,0.0,1.0,1.179,0
84,0.0,8,0,,,3,0|6|7,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000750|2011_09_26_drive_0101_0000000751,0.0,1.0,2.453,0
87,0.0,19,0,,,3,0|16|18,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000034,0.0,1.0,0.67,0
88,0.0,19,0,,,3,5|6|18,2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000034,0.0,1.0,0.707,0
89,0.0,12,0,,,3,0|8|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000024|2011_09_26_drive_0104_0000000027,0.0,1.0,13.554,0
90,0.0,19,0,,,3,7|8|18,2011_09_26_drive_0104_0000000042|2011_09_26_drive_0104_0000000043|2011_09_26_drive_0104_0000000054,0.0,1.0,0.777,0
91,0.0,16,0,,,3,0|5|9,2011_09_26_drive_0104_0000000057|2011_09_26_drive_0104_0000000062|2011_09_26_drive_0104_0000000066,0.0,1.0,0.013,0
93,0.0,14,0,,,3,2|4|6,2011_09_26_drive_0104_0000000198|2011_09_26_drive_0104_0000000200|2011_09_26_drive_0104_0000000202,0.0,1.0,0.212,0
94,0.0,8,0,,,3,2|6|7,2011_09_26_drive_0104_0000000219|2011_09_26_drive_0104_0000000227|2011_09_26_drive_0104_0000000229,0.0,1.0,0.274,0
96,0.0,7,0,,,3,0|2|4,2011_09_26_drive_0104_0000000301|2011_09_26_drive_0104_0000000303|2011_09_26_drive_0104_0000000305,0.0,1.0,1.055,0
97,0.0,13,0,,,3,10|11|12,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216,0.0,1.0,2.499,0
98,0.0,18,0,,,3,1|13|17,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000217|2011_09_26_drive_0106_0000000225,0.0,1.0,0.848,0
99,0.0,10,0,,,3,2|3|9,2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000225,0.0,1.0,8.586,0
102,0.0,11,0,,,3,1|8|10,2011_09_28_drive_0002_0000000035|2011_09_28_drive_0002_0000000049|2011_09_28_drive_0002_0000000053,0.0,1.0,0.301,0
103,0.0,14,0,,,3,2|3|13,2011_09_28_drive_0002_0000000061|2011_09_28_drive_0002_0000000062|2011_09_28_drive_0002_0000000072,0.0,1.0,12.339,0
105,0.0,8,0,,,3,0|2|6,2011_09_29_drive_0026_0000000002|2011_09_29_drive_0026_0000000006|2011_09_29_drive_0026_0000000014,0.0,1.0,0.398,0
106,0.0,8,0,,,3,5|6|7,2011_09_29_drive_0071_0000000169|2011_09_29_drive_0071_0000000171|2011_09_29_drive_0071_0000000173,0.0,1.0,1.423,0
108,0.0,17,0,,,3,1|5|8,2011_09_30_drive_0018_0000000078|2011_09_30_drive_0018_0000000082|2011_09_30_drive_0018_0000000085,0.0,1.0,0.659,0
109,0.0,21,0,,,3,0|1|2,2011_09_30_drive_0018_0000000740|2011_09_30_drive_0018_0000000741|2011_09_30_drive_0018_0000000742,0.0,1.0,0.888,0
111,0.0,21,0,,,3,0|3|9,2011_09_30_drive_0018_0000001484|2011_09_30_drive_0018_0000001487|2011_09_30_drive_0018_0000001493,0.0,1.0,1.061,0
112,0.0,21,0,,,3,0|1|2,2011_09_30_drive_0018_0000002260|2011_09_30_drive_0018_0000002261|2011_09_30_drive_0018_0000002262,0.0,1.0,3.164,0
114,0.0,9,0,,,3,3|5|7,2011_09_30_drive_0018_0000002606|2011_09_30_drive_0018_0000002608|2011_09_30_drive_0018_0000002610,0.0,1.0,1.604,0
115,0.0,14,0,,,3,8|12|13,2011_09_30_drive_0018_0000002668|2011_09_30_drive_0018_0000002672|2011_09_30_drive_0018_0000002673,0.0,1.0,1.265,0
117,0.0,7,0,,,3,0|3|6,2011_09_30_drive_0020_0000000222|2011_09_30_drive_0020_0000000225|2011_09_30_drive_0020_0000000228,0.0,1.0,0.875,0
118,0.0,16,0,,,3,3|4|10,2011_09_30_drive_0020_0000000846|2011_09_30_drive_0020_0000000847|2011_09_30_drive_0020_0000000853,0.0,1.0,1.882,0
119,0.0,7,0,,,3,0|2|6,2011_09_30_drive_0020_0000001041|2011_09_30_drive_0020_0000001043|2011_09_30_drive_0020_0000001047,0.0,1.0,0.836,0
120,0.0,16,0,,,3,0|2|3,2011_09_30_drive_0027_0000000105|2011_09_30_drive_0027_0000000107|2011_09_30_drive_0027_0000000108,0.0,1.0,3.774,0
121,0.0,18,0,,,3,6|7|8,2011_09_30_drive_0027_0000000438|2011_09_30_drive_0027_0000000439|2011_09_30_drive_0027_0000000440,0.0,1.0,1.289,0
122,0.0,10,0,,,3,0|1|5,2011_09_30_drive_0027_0000000440|2011_09_30_drive_0027_0000000441|2011_09_30_drive_0027_0000000445,0.0,1.0,5.765,0
124,0.0,15,0,,,3,0|1|2,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000610,0.0,1.0,1.969,0
125,0.0,15,0,,,3,0|1|3,2011_09_30_drive_0027_0000000608|2011_09_30_drive_0027_0000000609|2011_09_30_drive_0027_0000000611,0.0,1.0,0.993,0
126,0.0,27,0,,,3,0|1|23,2011_09_30_drive_0027_0000000614|2011_09_30_drive_0027_0000000615|2011_09_30_drive_0027_0000000649,0.0,1.0,1.681,0
127,0.0,7,0,,,3,2|4|5,2011_09_30_drive_0027_0000000861|2011_09_30_drive_0027_0000000863|2011_09_30_drive_0027_0000000864,0.0,1.0,1.282,0
130,0.0,16,0,,,3,4|13|15,2011_09_30_drive_0027_0000000998|2011_09_30_drive_0027_0000001007|2011_09_30_drive_0027_0000001009,0.0,1.0,3.054,0
132,0.0,7,0,,,3,0|3|6,2011_09_30_drive_0028_0000000061|2011_09_30_drive_0028_0000000064|2011_09_30_drive_0028_0000000069,0.0,1.0,1.243,0
138,0.0,9,0,,,3,1|5|6,2011_09_30_drive_0028_0000001862|2011_09_30_drive_0028_0000001868|2011_09_30_drive_0028_0000001870,0.0,1.0,3.622,0
139,0.0,7,0,,,3,1|3|6,2011_09_30_drive_0028_0000001864|2011_09_30_drive_0028_0000001868|2011_09_30_drive_0028_0000001874,0.0,1.0,0.889,0
141,0.0,15,0,,,3,11|13|14,2011_09_30_drive_0028_0000002486|2011_09_30_drive_0028_0000002488|2011_09_30_drive_0028_0000002489,0.0,1.0,4.883,0
142,0.0,12,0,,,3,8|10|11,2011_09_30_drive_0028_0000002494|2011_09_30_drive_0028_0000002499|2011_09_30_drive_0028_0000002501,0.0,1.0,1.006,0
144,0.0,11,0,,,3,2|4|7,2011_09_30_drive_0028_0000002571|2011_09_30_drive_0028_0000002573|2011_09_30_drive_0028_0000002576,0.0,1.0,2.598,0
146,0.0,7,0,,,3,3|4|6,2011_09_30_drive_0028_0000002599|2011_09_30_drive_0028_0000002600|2011_09_30_drive_0028_0000002604,0.0,1.0,1.985,0
147,0.0,8,0,,,3,0|1|6,2011_09_30_drive_0028_0000002880|2011_09_30_drive_0028_0000002881|2011_09_30_drive_0028_0000002891,0.0,1.0,0.856,0
148,0.0,11,0,,,3,2|8|10,2011_09_30_drive_0028_0000002970|2011_09_30_drive_0028_0000002981|2011_09_30_drive_0028_0000002985,0.0,1.0,0.554,0
151,0.0,8,0,,,3,0|1|3,2011_09_30_drive_0028_0000002968|2011_09_30_drive_0028_0000002969|2011_09_30_drive_0028_0000002971,0.0,1.0,0.693,0
153,0.0,10,0,,,3,2|5|8,2011_09_30_drive_0028_0000003218|2011_09_30_drive_0028_0000003222|2011_09_30_drive_0028_0000003228,0.0,1.0,0.07,0
156,0.0,10,0,,,3,1|3|9,2011_09_30_drive_0028_0000003457|2011_09_30_drive_0028_0000003459|2011_09_30_drive_0028_0000003465,0.0,1.0,3.575,0
157,0.0,10,0,,,3,0|3|6,2011_09_30_drive_0028_0000003461|2011_09_30_drive_0028_0000003464|2011_09_30_drive_0028_0000003467,0.0,1.0,0.756,0
159,0.0,8,0,,,3,2|5|7,2011_09_30_drive_0028_0000003711|2011_09_30_drive_0028_0000003714|2011_09_30_drive_0028_0000003718,0.0,1.0,0.245,0
169,0.0,7,0,,,3,4|5|6,2011_09_30_drive_0028_0000004829|2011_09_30_drive_0028_0000004831|2011_09_30_drive_0028_0000004833,0.0,1.0,0.497,0
170,0.0,7,0,,,3,2|3|6,2011_09_30_drive_0028_0000004826|2011_09_30_drive_0028_0000004827|2011_09_30_drive_0028_0000004833,0.0,1.0,0.26,0
172,0.0,7,0,,,3,0|1|3,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004951|2011_09_30_drive_0028_0000004953,0.0,1.0,1.38,0
173,0.0,12,0,,,3,6|7|11,2011_09_30_drive_0028_0000004956|2011_09_30_drive_0028_0000004958|2011_09_30_drive_0028_0000004966,0.0,1.0,7.235,0
174,0.0,7,0,,,3,0|1|5,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004951|2011_09_30_drive_0028_0000004955,0.0,1.0,0.838,0
175,0.0,10,0,,,3,0|5|6,2011_09_30_drive_0028_0000005039|2011_09_30_drive_0028_0000005045|2011_09_30_drive_0028_0000005047,0.0,1.0,11.689,0
177,0.0,8,0,,,3,0|6|7,2011_09_30_drive_0033_0000000503|2011_09_30_drive_0033_0000000509|2011_09_30_drive_0033_0000000510,0.0,1.0,0.753,0
178,0.0,11,0,,,3,3|4|5,2011_09_30_drive_0033_0000000509|2011_09_30_drive_0033_0000000510|2011_09_30_drive_0033_0000000511,0.0,1.0,2.646,0
183,0.0,13,0,,,3,0|1|12,2011_09_30_drive_0033_0000001460|2011_09_30_drive_0033_0000001461|2011_09_30_drive_0033_0000001472,0.0,1.0,0.372,0
185,0.0,9,0,,,3,0|7|8,2011_09_30_drive_0033_0000001488|2011_09_30_drive_0033_0000001495|2011_09_30_drive_0033_0000001496,0.0,1.0,10.646,0
186,0.0,11,0,,,3,3|4|7,2011_09_30_drive_0034_0000000038|2011_09_30_drive_0034_0000000039|2011_09_30_drive_0034_0000000042,0.0,1.0,1.557,0
189,0.0,10,0,,,3,5|7|9,2011_09_30_drive_0034_0000000530|2011_09_30_drive_0034_0000000532|2011_09_30_drive_0034_0000000534,0.0,1.0,0.393,0
190,0.0,9,0,,,3,0|2|8,2011_09_30_drive_0034_0000000526|2011_09_30_drive_0034_0000000528|2011_09_30_drive_0034_0000000534,0.0,1.0,0.493,0
191,0.0,8,0,,,3,0|3|5,2011_09_30_drive_0034_0000000527|2011_09_30_drive_0034_0000000530|2011_09_30_drive_0034_0000000532,0.0,1.0,1.455,0
200,0.0,11,0,,,3,3|9|10,2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000088|2011_10_03_drive_0027_0000000089,0.0,1.0,2.617,0
201,0.0,11,0,,,3,1|3|4,2011_10_03_drive_0027_0000000079|2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000083,0.0,1.0,2.187,0
202,0.0,20,0,,,3,1|4|17,2011_10_03_drive_0027_0000000079|2011_10_03_drive_0027_0000000083|2011_10_03_drive_0027_0000000096,0.0,1.0,1.341,0
204,0.0,16,0,,,3,0|1|12,2011_10_03_drive_0027_0000000392|2011_10_03_drive_0027_0000000394|2011_10_03_drive_0027_0000000405,0.0,1.0,0.516,0
205,0.0,17,0,,,3,0|1|2,2011_10_03_drive_0027_0000000494|2011_10_03_drive_0027_0000000496|2011_10_03_drive_0027_0000000498,0.0,1.0,0.87,0
206,0.0,23,0,,,3,4|7|9,2011_10_03_drive_0027_0000000500|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000505,0.0,1.0,1.004,0
207,0.0,28,0,,,3,9|21|25,2011_10_03_drive_0027_0000000510|2011_10_03_drive_0027_0000000522|2011_10_03_drive_0027_0000000526,0.0,1.0,6.288,0
208,0.0,7,0,,,3,0|1|6,2011_10_03_drive_0027_0000000694|2011_10_03_drive_0027_0000000695|2011_10_03_drive_0027_0000000700,0.0,1.0,1.195,0
209,0.0,11,0,,,3,2|6|10,2011_10_03_drive_0027_0000000708|2011_10_03_drive_0027_0000000712|2011_10_03_drive_0027_0000000716,0.0,1.0,3.048,0
210,0.0,18,0,,,3,4|5|16,2011_10_03_drive_0027_0000000834|2011_10_03_drive_0027_0000000835|2011_10_03_drive_0027_0000000846,0.0,1.0,2.041,0
211,0.0,12,0,,,3,2|4|11,2011_10_03_drive_0027_0000000838|2011_10_03_drive_0027_0000000840|2011_10_03_drive_0027_0000000847,0.0,1.0,3.263,0
213,0.0,15,0,,,3,0|1|3,2011_10_03_drive_0027_0000001089|2011_10_03_drive_0027_0000001090|2011_10_03_drive_0027_0000001092,0.0,1.0,0.491,0
214,0.0,10,0,,,3,0|7|9,2011_10_03_drive_0027_0000001094|2011_10_03_drive_0027_0000001101|2011_10_03_drive_0027_0000001103,0.0,1.0,4.247,0
215,0.0,7,0,,,3,0|5|6,2011_10_03_drive_0027_0000001175|2011_10_03_drive_0027_0000001181|2011_10_03_drive_0027_0000001182,0.0,1.0,2.093,0
216,0.0,15,0,,,3,0|1|2,2011_10_03_drive_0027_0000001180|2011_10_03_drive_0027_0000001181|2011_10_03_drive_0027_0000001182,0.0,1.0,3.637,0
218,0.0,9,0,,,3,0|1|5,2011_10_03_drive_0027_0000001249|2011_10_03_drive_0027_0000001250|2011_10_03_drive_0027_0000001254,0.0,1.0,0.837,0
219,0.0,15,0,,,3,5|11|12,2011_10_03_drive_0027_0000001349|2011_10_03_drive_0027_0000001355|2011_10_03_drive_0027_0000001356,0.0,1.0,0.587,0
220,0.0,15,0,,,3,3|4|11,2011_10_03_drive_0027_0000001347|2011_10_03_drive_0027_0000001348|2011_10_03_drive_0027_0000001355,0.0,1.0,0.768,0
221,0.0,20,0,,,3,0|7|14,2011_10_03_drive_0027_0000001347|2011_10_03_drive_0027_0000001354|2011_10_03_drive_0027_0000001361,0.0,1.0,4.217,0
222,0.0,12,0,,,3,0|1|2,2011_10_03_drive_0027_0000001526|2011_10_03_drive_0027_0000001527|2011_10_03_drive_0027_0000001528,0.0,1.0,3.844,0
223,0.0,12,0,,,3,1|10|11,2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001539|2011_10_03_drive_0027_0000001540,0.0,1.0,2.054,0
224,0.0,12,0,,,3,1|7|8,2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001536|2011_10_03_drive_0027_0000001537,0.0,1.0,2.077,0
225,0.0,9,0,,,3,0|3|7,2011_10_03_drive_0027_0000001529|2011_10_03_drive_0027_0000001532|2011_10_03_drive_0027_0000001536,0.0,1.0,1.802,0
226,0.0,9,0,,,3,0|1|2,2011_10_03_drive_0027_0000001529|2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001531,0.0,1.0,2.435,0
229,0.0,16,0,,,3,1|4|6,2011_10_03_drive_0027_0000002223|2011_10_03_drive_0027_0000002226|2011_10_03_drive_0027_0000002228,0.0,1.0,1.094,0
232,0.0,12,0,,,3,0|1|11,2011_10_03_drive_0027_0000002397|2011_10_03_drive_0027_0000002399|2011_10_03_drive_0027_0000002409,0.0,1.0,0.376,0
233,0.0,10,0,,,3,3|6|8,2011_10_03_drive_0027_0000002455|2011_10_03_drive_0027_0000002458|2011_10_03_drive_0027_0000002460,0.0,1.0,0.679,0
235,0.0,14,0,,,3,3|10|12,2011_10_03_drive_0027_0000002675|2011_10_03_drive_0027_0000002682|2011_10_03_drive_0027_0000002684,0.0,1.0,3.266,0
236,0.0,8,0,,,3,0|4|7,2011_10_03_drive_0027_0000003089|2011_10_03_drive_0027_0000003094|2011_10_03_drive_0027_0000003097,0.0,1.0,0.792,0
238,0.0,7,0,,,3,2|5|6,2011_10_03_drive_0027_0000003348|2011_10_03_drive_0027_0000003351|2011_10_03_drive_0027_0000003352,0.0,1.0,1.126,0
240,0.0,13,0,,,3,0|2|5,2011_10_03_drive_0027_0000003402|2011_10_03_drive_0027_0000003404|2011_10_03_drive_0027_0000003407,0.0,1.0,0.227,0
241,0.0,11,0,,,3,0|1|5,2011_10_03_drive_0027_0000003492|2011_10_03_drive_0027_0000003493|2011_10_03_drive_0027_0000003497,0.0,1.0,0.426,0
242,0.0,17,0,,,3,0|2|14,2011_10_03_drive_0027_0000003492|2011_10_03_drive_0027_0000003494|2011_10_03_drive_0027_0000003506,0.0,1.0,1.378,0
243,0.0,20,0,,,3,9|10|12,2011_10_03_drive_0027_0000003507|2011_10_03_drive_0027_0000003508|2011_10_03_drive_0027_0000003510,0.0,1.0,6.005,0
246,0.0,8,0,,,3,1|6|7,2011_10_03_drive_0027_0000003764|2011_10_03_drive_0027_0000003769|2011_10_03_drive_0027_0000003770,0.0,1.0,5.601,0
247,0.0,7,0,,,3,0|1|2,2011_10_03_drive_0027_0000003766|2011_10_03_drive_0027_0000003767|2011_10_03_drive_0027_0000003768,0.0,1.0,3.354,0
248,0.0,14,0,,,3,1|11|12,2011_10_03_drive_0027_0000003835|2011_10_03_drive_0027_0000003846|2011_10_03_drive_0027_0000003847,0.0,1.0,0.371,0
249,0.0,12,0,,,3,2|3|11,2011_10_03_drive_0027_0000004386|2011_10_03_drive_0027_0000004387|2011_10_03_drive_0027_0000004395,0.0,1.0,0.429,0
251,0.0,8,0,,,3,0|1|3,2011_10_03_drive_0034_0000000082|2011_10_03_drive_0034_0000000083|2011_10_03_drive_0034_0000000085,0.0,1.0,1.563,0
252,0.0,9,0,,,3,3|6|7,2011_10_03_drive_0034_0000000090|2011_10_03_drive_0034_0000000093|2011_10_03_drive_0034_0000000094,0.0,1.0,2.021,0
253,0.0,8,0,,,3,0|2|7,2011_10_03_drive_0034_0000000114|2011_10_03_drive_0034_0000000116|2011_10_03_drive_0034_0000000121,0.0,1.0,4.665,0
254,0.0,11,0,,,3,4|6|8,2011_10_03_drive_0034_0000000207|2011_10_03_drive_0034_0000000209|2011_10_03_drive_0034_0000000211,0.0,1.0,4.551,0
255,0.0,10,0,,,3,2|5|9,2011_10_03_drive_0034_0000000226|2011_10_03_drive_0034_0000000229|2011_10_03_drive_0034_0000000233,0.0,1.0,0.448,0
256,0.0,8,0,,,3,0|1|7,2011_10_03_drive_0034_0000000267|2011_10_03_drive_0034_0000000268|2011_10_03_drive_0034_0000000274,0.0,1.0,0.029,0
257,0.0,12,0,,,3,1|2|3,2011_10_03_drive_0034_0000000288|2011_10_03_drive_0034_0000000289|2011_10_03_drive_0034_0000000290,0.0,1.0,4.51,0
258,0.0,8,0,,,3,5|6|7,2011_10_03_drive_0034_0000000314|2011_10_03_drive_0034_0000000315|2011_10_03_drive_0034_0000000316,0.0,1.0,1.715,0
259,0.0,7,0,,,3,0|5|6,2011_10_03_drive_0034_0000000383|2011_10_03_drive_0034_0000000388|2011_10_03_drive_0034_0000000389,0.0,1.0,1.035,0
260,0.0,9,0,,,3,0|2|3,2011_10_03_drive_0034_0000000409|2011_10_03_drive_0034_0000000411|2011_10_03_drive_0034_0000000412,0.0,1.0,3.658,0
261,0.0,7,0,,,3,0|1|2,2011_10_03_drive_0034_0000000455|2011_10_03_drive_0034_0000000456|2011_10_03_drive_0034_0000000457,0.0,1.0,2.201,0
