sign_id,method,k_used,seed,est_lat,est_lon,gt_lat,gt_lon,err_m,hit_1m,hit_2m,n_outliers_detected,outlier_idx,residual_norm,n_iter,assumed_s,fallback_triggered,runtime_ms
0,uspa,27,0,49.011036318456924,8.423129616137793,49.01104539434144,8.423140296838017,1.2764236194879184,0,1,0,,,,,0,0.0405
1,uspa,9,0,49.0110085348262,8.423153053399277,49.0109879397477,8.423173003321457,2.7158469393987175,0,0,0,,,,,0,0.0153
3,uspa,16,0,49.00887921437313,8.439485802829896,49.008885085775056,8.43945640100112,2.2479243059117606,0,0,0,,,,,0,0.0139
4,uspa,16,0,49.00919905243219,8.439944309256978,49.00920024688789,8.439959441211467,1.114969461390423,0,1,0,,,,,0,0.0149
7,uspa,10,0,49.01119843532265,8.439117991427915,49.01120358064679,8.439131158189603,1.1203649174130417,0,1,0,,,,,0,0.0122
9,uspa,6,0,49.015783962666845,8.436602614232594,49.01577759947758,8.436623187204995,1.6629642557961342,0,1,0,,,,,0,0.0108
10,uspa,13,0,49.01586884490251,8.436776631196762,49.01586595781392,8.436782367739855,0.5283642704505697,1,1,0,,,,,0,0.011
12,uspa,7,0,49.01656835176351,8.438253077820127,49.016566339086836,8.438267373680977,1.0693935200019933,0,1,0,,,,,0,0.0102
13,uspa,11,0,49.01745762730742,8.43983179603781,49.01745675169801,8.43984329074997,0.8464147633333701,1,1,0,,,,,0,0.0106
15,uspa,14,0,49.021555505461286,8.445863756137044,49.021552817620844,8.445866920345988,0.3780351047148043,1,1,0,,,,,0,0.0116
16,uspa,4,0,49.025719199226586,8.448468502424525,49.025731958207764,8.448387961781982,6.058763211050871,0,0,0,,,,,0,0.0099
17,uspa,11,0,49.02579427584112,8.448679759736228,49.02578456454105,8.448680103990874,1.0802894070827438,0,1,0,,,,,0,0.0105
18,uspa,17,0,49.02582989253828,8.448495934392655,49.025827192605675,8.448449301824292,3.4236161571055503,0,0,0,,,,,0,0.0108
21,uspa,11,0,49.05390955902348,8.420982126957819,49.053917783943405,8.42093154193582,3.8088637529345206,0,0,0,,,,,0,0.0102
22,uspa,4,0,49.05390693442789,8.42098871360767,49.05388720389666,8.420947118828824,3.7494027597338238,0,0,0,,,,,0,0.0098
24,uspa,8,0,49.05699479948837,8.41865744054223,49.05699793589034,8.418660548370681,0.41624268934049685,1,1,0,,,,,0,0.0097
25,uspa,10,0,49.067512296492986,8.400967671560819,49.06749858646056,8.400967016881998,1.5254573608491027,0,1,0,,,,,0,0.0095
26,uspa,10,0,49.06751103203284,8.40101564443916,49.067498967657734,8.400967010702349,3.798641098074709,0,0,0,,,,,0,0.0099
27,uspa,10,0,49.06763349798849,8.400894198280273,49.06761751504026,8.400949624845799,4.423041324812539,0,0,0,,,,,0,0.0095
28,uspa,8,0,49.03940058993596,8.362488739597634,49.03938883765934,8.36249498880362,1.3845395712829736,0,1,0,,,,,0,0.0098
29,uspa,13,0,49.03922862246372,8.362234703026765,49.03923502715589,8.362231377937965,0.7526156833721774,1,1,0,,,,,0,0.0104
30,uspa,11,0,49.03895728801069,8.362289170930906,49.038950655827506,8.362296941495774,0.9310172542908444,1,1,0,,,,,0,0.0099
31,uspa,5,0,49.03905287793708,8.362201658114182,49.03905662084125,8.36219852071007,0.47527254711012334,1,1,0,,,,,0,0.0096
34,uspa,14,0,49.02573306308668,8.356210792621566,49.02572148660942,8.35622192078498,1.5230910329121201,0,1,0,,,,,0,0.0103
36,uspa,18,0,49.02449931694398,8.356187616577364,49.02447760808259,8.356138793759902,4.310278109642064,0,0,0,,,,,0,0.0108
37,uspa,18,0,49.02449592685049,8.356157194831626,49.02447806671637,8.356115816624278,3.61983338088321,0,0,0,,,,,0,0.0109
39,uspa,26,0,49.03316783870972,8.337111985674252,49.03317670411804,8.337129460746299,1.6139721413096144,0,1,0,,,,,0,0.0125
40,uspa,7,0,49.01668783990778,8.353338741767644,49.01668975790858,8.353342299304732,0.33647294419141976,1,1,0,,,,,0,0.0103
41,uspa,5,0,49.016650874781696,8.353206390167557,49.01667389104093,8.353205427482317,2.5606080337188373,0,0,0,,,,,0,0.0097
42,uspa,12,0,49.016392037606195,8.3531702679123,49.01640132683856,8.353162993425078,1.1620449815280365,0,1,0,,,,,0,0.0103
43,uspa,9,0,48.980113517749786,8.404392526052789,48.98010072003008,8.404381512004727,1.6357240616032738,0,1,0,,,,,0,0.0095
45,uspa,13,0,48.95885733415271,8.40597180472596,48.95885663507571,8.405977215348424,0.403785868011247,1,1,0,,,,,0,0.0103
46,uspa,15,0,48.94313002270031,8.409112114680935,48.94312963201558,8.409122608985903,0.7699877555232152,1,1,0,,,,,0,0.0113
47,uspa,19,0,48.94311462480262,8.409147785945056,48.94311380552018,8.409155077174894,0.5418349358417678,1,1,0,,,,,0,0.0111
48,uspa,19,0,48.943065962326315,8.409129934489664,48.94306486288977,8.409119633657612,0.7644304236995929,1,1,0,,,,,0,0.0105
49,uspa,13,0,48.943009370949454,8.40948224712463,48.94301091350838,8.409482777561662,0.17589165628695846,1,1,0,,,,,0,0.0101
50,uspa,13,0,48.94301046251006,8.409471073551002,48.94301039462745,8.409481569866855,0.7689471876444668,1,1,0,,,,,0,0.0099
51,uspa,13,0,48.942965709652206,8.409422083862689,48.94295561108832,8.409430032149713,1.2650121174627496,0,1,0,,,,,0,0.0107
52,uspa,11,0,48.942248524613,8.411489984875127,48.942217287367484,8.41149040963212,3.473990278162011,0,0,0,,,,,0,0.0097
54,uspa,13,0,48.94268514741787,8.41381779272957,48.94268369423031,8.413821471125225,0.3142091707402611,1,1,0,,,,,0,0.0103
55,uspa,4,0,48.94271598144849,8.414148792039036,48.94271185426669,8.414149195405537,0.4599284167559058,1,1,0,,,,,0,0.0095
57,uspa,5,0,48.9440076437787,8.41628818129319,48.94401480267582,8.41634685837474,4.371425412948783,0,0,0,,,,,0,0.01
58,uspa,33,0,48.94476103582953,8.417953769768348,48.944767127454554,8.41800216863239,3.6094883675455804,0,0,0,,,,,0,0.014
60,uspa,4,0,48.9491246361123,8.413307339278889,48.94915683732388,8.413357428633521,5.126839847585005,0,0,0,,,,,0,0.0091
