sign_id,method,k_used,seed,est_lat,est_lon,gt_lat,gt_lon,err_m,hit_1m,hit_2m,n_outliers_detected,outlier_idx,outlier_frames,residual_norm,n_iter,assumed_s,fallback_triggered,runtime_ms
0,nsal,27,0,49.01103535153587,8.42313319301592,49.01104539434144,8.423140296838017,1.2318474232497894,0,1,2,0|12,2011_09_26_drive_0005_0000000008|2011_09_26_drive_0005_0000000032,,,,0,0.1416
1,nsal,9,0,49.01100659057692,8.423155948343334,49.0109879397477,8.423173003321457,2.420497354147804,0,0,0,,,,,,0,0.03
3,nsal,16,0,49.0088773636588,8.439502466652362,49.008885085775056,8.43945640100112,3.477803461719939,0,0,0,,,,,,0,0.0203
4,nsal,16,0,49.00920155370005,8.439945819432136,49.00920024688789,8.439959441211467,1.0070877310612794,0,1,1,2,2011_09_26_drive_0009_0000000247,,,,0,0.0202
7,nsal,10,0,49.011198306109144,8.439117056417246,49.01120358064679,8.439131158189603,1.186725909659904,0,1,0,,,,,,0,0.0214
9,nsal,6,0,49.01578419142845,8.436604157028597,49.01577759947758,8.436623187204995,1.57326925872223,0,1,0,,,,,,0,0.0166
10,nsal,13,0,49.01586976928042,8.436778064721803,49.01586595781392,8.436782367739855,0.5279603958268354,1,1,0,,,,,,0,0.017
12,nsal,7,0,49.016569496830705,8.4382558921666,49.016566339086836,8.438267373680977,0.9103081092573638,1,1,0,,,,,,0,0.0162
13,nsal,11,0,49.01745883603176,8.439833859966305,49.01745675169801,8.43984329074997,0.7277299252189081,1,1,1,0,2011_09_26_drive_0014_0000000259,,,,0,0.0221
15,nsal,14,0,49.02155740442997,8.445864623588708,49.021552817620844,8.445866920345988,0.537048254406488,1,1,1,2,2011_09_26_drive_0015_0000000239,,,,0,0.0182
16,nsal,4,0,49.02571967360917,8.44846836446346,49.025731958207764,8.448387961781982,6.036797174649887,0,0,0,,,,,,0,0.016
17,nsal,11,0,49.025794373215206,8.448679713230609,49.02578456454105,8.448680103990874,1.0911992670982584,0,1,0,,,,,,0,0.0168
18,nsal,17,0,49.02582851989022,8.448495911025999,49.025827192605675,8.448449301824292,3.4119095193517595,0,0,1,0,2011_09_26_drive_0018_0000000205,,,,0,0.0181
21,nsal,11,0,49.05391077531633,8.420980278168932,49.053917783943405,8.42093154193582,3.6465414222473087,0,0,1,0,2011_09_26_drive_0028_0000000182,,,,0,0.0174
22,nsal,4,0,49.053908149708086,8.420985630872005,49.05388720389666,8.420947118828824,3.6537743618964873,0,0,0,,,,,,0,0.0153
24,nsal,8,0,49.05699391073954,8.418657123681955,49.05699793589034,8.418660548370681,0.5128687038087832,1,1,1,0,2011_09_26_drive_0028_0000000400,,,,0,0.0171
25,nsal,10,0,49.067512485732486,8.400967996082207,49.06749858646056,8.400967016881998,1.547407773478671,0,1,0,,,,,,0,0.0151
26,nsal,10,0,49.06751096740137,8.401017204280187,49.067498967657734,8.400967010702349,3.903020681311587,0,0,0,,,,,,0,0.0155
27,nsal,10,0,49.06763410268416,8.40089243705946,49.06761751504026,8.400949624845799,4.567924753327945,0,0,0,,,,,,0,0.0155
28,nsal,8,0,49.039399005383125,8.362489184535786,49.03938883765934,8.36249498880362,1.2077689629655406,0,1,1,0,2011_09_26_drive_0032_0000000213,,,,0,0.0165
29,nsal,13,0,49.03922489489418,8.362233919983238,49.03923502715589,8.362231377937965,1.1420391378781405,0,1,1,0,2011_09_26_drive_0032_0000000222,,,,0,0.0175
30,nsal,11,0,49.038953448766,8.362289934179852,49.038950655827506,8.362296941495774,0.5991369023003327,1,1,0,,,,,,0,0.0153
31,nsal,5,0,49.03903970543107,8.3621907814019,49.03905662084125,8.36219852071007,1.9644332768483606,0,1,0,,,,,,0,0.0155
34,nsal,14,0,49.025728882628826,8.356217674625464,49.02572148660942,8.35622192078498,0.8791827192788512,1,1,1,13,2011_09_26_drive_0036_0000000027,,,,0,0.0173
36,nsal,18,0,49.02449759708143,8.356185664603274,49.02447760808259,8.356138793759902,4.0856370690258945,0,0,1,17,2011_09_26_drive_0036_0000000288,,,,0,0.0182
37,nsal,18,0,49.02449353571472,8.356155896876436,49.02447806671637,8.356115816624278,3.3988267987579555,0,0,1,17,2011_09_26_drive_0036_0000000288,,,,0,0.0175
39,nsal,26,0,49.033166698685406,8.33710893549339,49.03317670411804,8.337129460746299,1.8683510402358123,0,1,0,,,,,,0,0.0186
40,nsal,7,0,49.0166857612901,8.353340640895103,49.01668975790858,8.353342299304732,0.460721290291238,1,1,0,,,,,,0,0.0153
41,nsal,5,0,49.016650048201505,8.353208404371221,49.01667389104093,8.353205427482317,2.66048969458015,0,0,0,,,,,,0,0.0148
42,nsal,12,0,49.016389165082,8.353170500216745,49.01640132683856,8.353162993425078,1.459725552047194,0,1,1,0,2011_09_26_drive_0051_0000000141,,,,0,0.0172
43,nsal,9,0,48.98011317359249,8.404393058235136,48.98010072003008,8.404381512004727,1.6224820474522723,0,1,1,2,2011_09_26_drive_0056_0000000012,,,,0,0.0164
45,nsal,13,0,48.95885651919084,8.405972202554056,48.95885663507571,8.405977215348424,0.36732332435975146,1,1,1,1,2011_09_26_drive_0057_0000000330,,,,0,0.0169
46,nsal,15,0,48.94313039217946,8.409111808810392,48.94312963201558,8.409122608985903,0.7956711402776502,1,1,2,1|8,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000020,,,,0,0.0181
47,nsal,19,0,48.94311402871259,8.409153606404793,48.94311380552018,8.409155077174894,0.11056349315589739,1,1,1,3,2011_09_26_drive_0059_0000000011,,,,0,0.018
48,nsal,19,0,48.943063631510746,8.409135754814752,48.94306486288977,8.409119633657612,1.1888709977128946,0,1,2,1|2,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000009,,,,0,0.0182
49,nsal,13,0,48.943008491517475,8.40949131734515,48.94301091350838,8.409482777561662,0.6811039819091447,1,1,0,,,,,,0,0.0161
50,nsal,13,0,48.94301105852719,8.409473022395451,48.94301039462745,8.409481569866855,0.6304849045140963,1,1,1,3,2011_09_26_drive_0059_0000000060,,,,0,0.017
51,nsal,13,0,48.94296592768494,8.409422330319371,48.94295561108832,8.409430032149713,1.2785173177117097,0,1,1,2,2011_09_26_drive_0059_0000000058,,,,0,0.0168
52,nsal,11,0,48.94224819899653,8.411489633835965,48.942217287367484,8.41149040963212,3.438109314995449,0,0,0,,,,,,0,0.015
54,nsal,13,0,48.94268655741125,8.413819691737489,48.94268369423031,8.413821471125225,0.34405872085223105,1,1,0,,,,,,0,0.0158
55,nsal,4,0,48.94271596304223,8.414148884753065,48.94271185426669,8.414149195405537,0.4574976381237308,1,1,0,,,,,,0,0.0147
57,nsal,5,0,48.94400776377144,8.416288186468618,48.94401480267582,8.41634685837474,4.3686418527477775,0,0,0,,,,,,0,0.0151
58,nsal,33,0,48.94476058725803,8.417952801247106,48.944767127454554,8.41800216863239,3.688709592598631,0,0,3,1|2|4,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000396|2011_09_26_drive_0064_0000000398,,,,0,0.0253
60,nsal,4,0,48.949124954132266,8.413307610172506,48.94915683732388,8.413357428633521,5.087950182490757,0,0,0,,,,,,0,0.0152
61,nsal,6,0,48.95081317327602,8.415069530514584,48.95084087851072,8.415059983227167,3.1594234499598435,0,0,0,,,,,,0,0.015
62,nsal,6,0,48.95088506662535,8.415154809648968,48.95089289785463,8.415138380264867,1.4854353784269003,0,1,1,0,2011_09_26_drive_0070_0000000289,,,,0,0.0161
